reg_no,semester,course1_marks,course2_marks,course3_marks,course4_marks,course5_marks,currentCGPA,previousCGPA,totalcredithours,high_edu,next_semester_CGPA,next_semester_grade,recommendation,reg_date,attendanceRate,studyHours,gender,email,No_prev_attempts,disability
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,81,77,83,66,60,1.62,1.98,13,Bachelor's Degree,1.62,D+,Dropout,26/02/2021,77,19.9,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
8a6f6ddf43c3399b8c2d002f3172e0d4132780e58bd6bb3cf2eabe79c20b23fc,7,72,65,77,68,51,1.85,2.16,17,Bachelor's Degree,1.58,D+,Probation,26/09/2021,90,14.9,Male,157d92acdaf380a8cb86afa2a73669f3464372fb22258fcb7936a4cfbc4a8f55,0,No
22e6547d70f9803ed80e79723255dd67140ad82617b06c102343ea02d7d3c89e,7,71,90,58,90,65,2.43,2.69,19,Bachelor's Degree,2.43,C+,Medium Risk,09/09/2020,89,15.8,Male,6de9612a492c3657822bab4e90e374329363887a22ffdb3c3e6a298aed74b9a9,0,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,7,72,65,77,68,51,1.85,2.16,17,Bachelor's Degree,1.58,D+,Probation,26/09/2020,90,14.9,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
46698509b4c4a104954769fe91df6c97eb1d104592daa9ec0d3a5a3cdc87ee9e,1,58,91,70,79,82,3.53,3.53,13,Bachelor's Degree,3.93,A-,Low Risk,13/02/2020,94,17.7,Male,ee71fdd9b8451c701768899d01a610522b3b2665fd1d12137380a5ec2b408526,1,No
35c270ff54bfc5b06006ce2c3fb7595f9f32d6dc858cec79a4cecb40960ab978,2,54,93,73,67,69,2.33,2.67,12,Bachelor's Degree,2.28,C,Medium Risk,28/02/2020,90,24.9,Female,ae53397d1ee884423776e8f9bc773fe7532f647b9c13835bd26b7712768c5d1a,1,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,7,84,94,80,53,74,1.67,2.04,12,Bachelor's Degree,1.67,C-,Probation,08/09/2021,74,19.4,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
7fefbbb7bb61c0a22c9cbc861a3cd5e4f98f354c15970d15a710054ca0c9052d,3,93,55,88,71,70,2.96,3.11,15,Bachelor's Degree,2.96,B-,Medium Risk,27/09/2020,71,19.8,Female,74193812f17521b1530bedf8a20a467a5637cc65bca8cf054486d9c4ac6691a4,2,No
631142676c7240f935c3db5709485e9951525eed9d6d0f666d05134397c239e9,9,64,71,53,81,78,2.68,2.46,19,Bachelor's Degree,2.79,B-,Medium Risk,12/09/2021,75,20.6,Male,96a4d66ea1f9f063a1df0190e9ae3bc2baa8a7c51f7b661ceffb3047586e3477,0,No
a32a9e67372cc14f502d58d707381d48bbd0c08813998ed97baeff7d13693be7,2,74,51,79,69,69,3.78,3.41,13,Bachelor's Degree,3.61,B+,Low Risk,27/02/2021,80,24.4,Male,f784b38f90f7b12ca8d63cb2b96d7c6624b9658447c2940b448a0d052b101d8a,1,Yes
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,1,68,93,57,52,92,2.11,2.11,17,Bachelor's Degree,1.94,C-,High Risk,08/09/2020,74.95,17.8,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,1,No
50e7d2b8c8fb976419b8fed61e08e45a5c8b9a92628995d7b7b4f895ed7fb4cc,1,55,51,52,50,61,2.57,2.57,17,Bachelor's Degree,2.44,C+,Medium Risk,22/02/2020,96,16.3,Female,6aa79bb8018a44c3ba81ff5514195d5e9f0a4df65d4e8f8e53390163ff582412,0,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,2,86,70,73,89,81,2.1,2.34,18,Bachelor's Degree,1.77,C-,High Risk,13/09/2020,74.52,8.8,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,3,89,85,52,75,91,2.02,2.3,15,Bachelor's Degree,1.81,C-,High Risk,09/02/2021,79.74,9.3,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,0,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,68,93,57,52,92,2.11,2.11,17,Bachelor's Degree,1.94,C-,High Risk,25/02/2020,74.95,17.8,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,2,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,10,52,60,80,51,52,1.54,1.69,16,Bachelor's Degree,1.54,D+,Dropout,12/02/2021,72,16.2,Male,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,1,No
9055c145d552e890ee15dc55b2347701cfbedff9c7ba07127adf1bca491ddc1e,3,80,61,81,83,76,2.2,2.51,19,Bachelor's Degree,2.2,C,Medium Risk,22/09/2021,94,19.2,Female,1412a787fea31a27b6a562f935cf1a5690d1cf1ba5a6ae1186dcbc53dd518e74,2,No
60778af0ab36e710510d15fe9af6b2f3958ff011dd00fd822f5ab05b84b28233,3,63,75,72,71,64,3.11,3.14,18,Bachelor's Degree,3.35,B+,Low Risk,01/02/2021,79,21.5,Male,a32b1957d3d2ee2dfbc03e712f514c12b2ecdbecc3c4a2473b2d44bda786f9e2,3,No
a80919e462a8918649a2d39ea0fc9a478708bd1557eda64e0dd6971bbf3e11f2,1,93,74,66,84,75,3.37,3.37,13,Diploma,3.07,B,Low Risk,09/02/2020,91,18.2,Male,25556a2921a77c4389900c3c2a941d01385aaab612e0bf3fc6eb9614a97b7d08,1,No
a9a4bf6c11ef0f69246227c9ffbf91e44f4c93b21a33451068f81523d22ee97a,3,57,87,55,76,60,2.53,2.59,12,Bachelor's Degree,2.74,B-,Medium Risk,19/09/2020,96,17.9,Female,96454d8c9555efb165d5b60323ad057daf7907aea884db45eb1236ca6016c531,3,No
d48b07388fed9762ea21493633625df2fed71c8cb6ae4711cdc55b6486d6e934,1,79,76,64,88,76,3.03,3.03,18,Bachelor's Degree,2.63,C+,Medium Risk,02/02/2021,85,20.3,Female,70725e74cd6e9ea8460e9c708b32e7cfeb1fa15f3e7cc643fcf989028775b5fb,0,Yes
7471b9a60ac70ed995665a9c5db106cea102e437be53955c4f1efa2724232bb8,9,77,95,51,94,63,2.23,2.11,14,Bachelor's Degree,1.91,C-,High Risk,20/02/2020,77.9,9.9,Female,5d09a539ff368243b5866147a5191b202924f1728ca10ae5ffd463a13aa5d74b,0,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,86,76,53,61,68,2.1,2.1,16,Diploma,1.75,C-,High Risk,12/09/2021,79.17,14.3,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,0,Yes
38ddf5984acb8d7603a687946ceddccf3beff53d26cf383ce478e9960a0b0ef1,5,80,80,87,93,70,3.07,3,13,Diploma,3.07,B,Low Risk,14/02/2021,75,23.1,Female,f057319af4f7c0517ce1b690791322d767bb6fd7e4f99d349c788f9da6306c5d,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,77,56,50,94,60,1.76,2.05,13,Bachelor's Degree,1.68,C-,Probation,13/02/2020,94,17.9,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
4b9089555680def0ca4f9b7fa18908bfafec131dbf5ac8d3bd61b1f6cc81617d,1,77,61,87,65,78,2.89,2.89,19,Bachelor's Degree,2.66,B-,Medium Risk,09/09/2020,84,20.1,Female,d079545b4b855b921462044a8f6f2ee3a93ea7d94ed52f1b3a610d52e80ae3a0,0,No
a7064a3e16aecc5edfe644cc16d19184afd6cdde5aca72997a83471dc9508804,2,61,80,59,84,72,2.5,2.17,14,Bachelor's Degree,2.7,B-,Medium Risk,23/02/2020,79,16.9,Female,1d160ab95970696b70f813283ee9a1dec2af3832d809a15564607169296465e1,0,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,1,86,76,53,61,68,2.1,2.1,16,Bachelor's Degree,1.75,C-,High Risk,01/09/2021,79.17,14.3,Male,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,1,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,77,72,84,59,85,1.66,2.04,18,Bachelor's Degree,1.5,D+,Probation,12/09/2020,86,19.9,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,0,Yes
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,6,53,69,93,75,54,2.18,2.18,13,Bachelor's Degree,1.86,C-,High Risk,03/09/2021,71.92,11.8,Female,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,3,No
1ab5f759bf972bc1d668d34d50e922d568fb3dfc388c19f9f84bcb2eaea57fff,2,54,59,69,69,92,2.74,3.14,15,Bachelor's Degree,2.49,C+,Medium Risk,20/02/2021,87,23.6,Male,5fdf4bbc3e31db75d2511bd854311797f27137130d48a85fa181fd223e817823,1,No
4a73dcb23199844ee5240aeedea0749f1a23fce7f408bd31bcbf53cdabd07002,1,87,84,68,79,72,2.02,2.02,19,Bachelor's Degree,1.93,C-,High Risk,22/02/2021,74.88,9.4,Female,18848f29e1eff3e5af1921d3870d1309dc28a03fec5252cdcbfe6054f1f812d7,1,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,4,78,60,76,56,94,1.67,1.94,14,Diploma,1.6,D+,Dropout,24/02/2020,74,17.1,Male,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,1,No
5e6aa64cedebab971083f7e15a11282eb9a683a8d42fe9dba5b9c54f2211dc38,5,88,70,73,90,76,1.82,2.03,13,Bachelor's Degree,1.82,C-,Probation,17/02/2021,74,12.7,Male,999f78407d04dcf67e848a1f19c422f787c5680d877b31df77e2616ca91f3283,3,No
67808dcd84c1d1bd15508356d5850fd160d0f5501c758f08aed944bc505f123c,1,84,68,60,60,66,3.66,3.66,15,Bachelor's Degree,3.29,B,Low Risk,22/02/2021,97,21.4,Female,db308574edd78f43549cfd89f494c6a6ef192021b55db686e7634606ef3f1d7e,1,No
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,85,86,73,94,58,2.09,2.09,17,Bachelor's Degree,1.98,C-,High Risk,11/09/2021,72.57,10.5,Male,eb5354e2f9857ae0e949d8a21b2bb08394706f50ef86af8cc82ae2ac128dd50b,3,No
a8cbef089436f9d587c2bed0abe138efe84e7d248dd4a9cfcb78d5bf003424bc,6,45,38,46,46,37,1.43,1.53,14,Bachelor's Degree,0.23,F,Dropout,23/09/2021,63.69,7.6,Male,9de4d5d09d4e2b856737bf98b00074c949e173bcc3672a5716c5d04cb3effe49,1,No
30328755d1c0e95d14653ece2fc665348ec98210f8e4be59fafe7470c231d5d2,2,62,69,83,50,52,1.85,2.04,17,Bachelor's Degree,1.85,C-,Probation,18/02/2021,98,8,Male,672f38d5fb0bd34401eeacadf7b8df068959a389722bbf6492ea89e29b91d042,2,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,70,92,61,74,84,1.74,1.93,17,Bachelor's Degree,1.72,C-,Dropout,07/09/2020,79,6.1,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,0,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,8,50,60,89,90,52,2.09,2.17,17,Diploma,1.86,C-,High Risk,22/09/2021,75.5,15.9,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,52,71,60,68,80,1.35,1.65,15,Bachelor's Degree,1.65,D+,Dropout,22/09/2021,84,9.9,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,75,90,59,73,77,2.11,2.11,17,Bachelor's Degree,1.83,C-,High Risk,20/09/2020,74.32,13.9,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
807ce3d988534ea2da3a289ca294bd6086d3cfe2d37b60ebcac3aab75199d962,3,58,70,84,63,77,3.24,3.29,13,Bachelor's Degree,3.35,B+,Low Risk,13/02/2021,82,19.7,Male,f80563f1d4be5e0ce50ae844580d5d36dc38d7c9a5358b4a665875db04acfa0c,2,No
779a43e69db1a8994f7741cfaac56a9c85d4dedd3392162fc8dfdee622abc2cf,2,69,65,66,81,56,2.73,2.53,18,Bachelor's Degree,2.81,B-,Medium Risk,10/02/2020,70,22.1,Male,2d8fbbca1225b41d9dbbc50341b0b2265355caaeddc5c07bad1fd28f94d4ee22,1,No
60aec04358cfdbb04b6e82a96552a49631da7434623d6ac5c4655c21b52daf8e,3,83,54,70,54,67,3.88,3.62,14,Bachelor's Degree,3.73,A-,Low Risk,07/02/2021,98,24.7,Male,b554071da0cf9ae312b0f93d074472698576b9253d433b3b6ae8dbbcf937e3b3,0,Yes
fbb3bfcf3d445113643461ec6b0dc4b9fb3365c3e2b02db14c317eddcf4ea65b,6,66,76,54,92,94,3.62,3.62,14,Bachelor's Degree,3.35,B+,Low Risk,26/09/2021,80,24.9,Male,d6c43bd28259c4390143f4e5b5302101a4ba4f34e081e8a95c58bf42c6b5ad74,0,No
0204dd1e2be18c401b81449a96c0484d4524c3b57865ebd3dbe286c2e0268666,1,86,73,86,84,90,2.12,2.12,15,Bachelor's Degree,1.99,C-,High Risk,15/02/2021,72.14,14,Female,f1c4bbf261997792aaa680c1f381422e2a296cdec52749ddc356521087c9be86,2,No
57a8192732bdcbaae9fce9532ba06e57d5f95d1742a62de9ab4b8958fcafd114,7,93,50,83,66,56,3.1,3.21,15,Bachelor's Degree,3.4,B+,Low Risk,15/09/2021,82,21.9,Female,468c4516a3500f51360c82a1f115a7d7e969440e8f1dafa175744991db9afd29,3,No
3ea3d76f63aa45ebd683800701a2de5880e604f542827afda312e8d50fea857c,2,92,57,94,88,55,2.49,2.43,13,Bachelor's Degree,2.65,C+,Medium Risk,17/09/2020,70,17.8,Male,9e5e6cea8592cf64d5c5dd9c47efa67ad882f3c03d87a83f3bbfcd746c109a63,2,Yes
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,6,89,92,63,59,63,2.23,2.23,16,Bachelor's Degree,1.96,C-,High Risk,26/09/2021,70.5,9.4,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
58ae21dddcbd83015741256611b0cdb27df30b576b1e7a037ed351bd6c9169c9,4,92,74,83,65,94,2.62,2.83,15,Bachelor's Degree,2.63,C+,Medium Risk,22/09/2020,72,24.6,Female,ba9b3fa07106a382e73cd4125b61ba34f81031237f45e4d41c8e97fee24b02ea,3,No
24fe55446e54bc9174c30a04669ce2487206052117f80c671eeb1d49ed1d544c,3,78,80,57,65,53,1.89,1.86,18,Bachelor's Degree,1.61,D+,Dropout,10/02/2020,81,16.7,Male,ecf49c69a011ce26c46407c463558d535276fa170935bfe62c04ca5cde926a9d,0,No
b03bac86b37758b86e7f2af4dec3e48b3256805b918c240dc4f7ae67063852bb,3,90,55,63,58,77,2.95,3.3,13,Bachelor's Degree,2.66,B-,Medium Risk,03/02/2021,86,20.2,Male,586b6b0f4ece50ccde731d3c7b87c5459df6a90056c784a6d9559aaebb48fb3a,2,No
6824a1fc92168d5f876615768f94d7a52e9efb10f30e1a9a3f2b3139bc139cd4,4,59,52,80,58,53,2.86,2.55,14,Bachelor's Degree,2.86,B-,Medium Risk,22/09/2020,93,21.9,Male,09b72532c68dafe7e2c27ffb928a27510bdbab9453b72ebc70a230d0247defa7,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,72,80,52,70,85,2.2,2.2,14,Bachelor's Degree,1.99,C-,High Risk,08/02/2021,78.81,20,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,3,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,56,69,66,69,84,1.71,2.02,15,Bachelor's Degree,1.71,C-,Probation,05/09/2020,79,18.8,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,54,72,56,57,69,3.06,3.06,16,Bachelor's Degree,3.3,B,Low Risk,02/02/2020,81,21.3,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
3c0f837cd6ac8a85ae40582f589fdfa47c1f5b059b31c8359e78289d3c55d8bf,9,70,76,85,51,72,1.77,1.99,13,Diploma,1.77,C-,Dropout,16/09/2020,70,11.8,Male,04c4f7a706cd861b80d85b20bb284227f06e02bb4e011b7de9f18bfbc3ab0d61,1,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,77,87,71,69,89,1.95,1.92,13,Diploma,1.95,C-,Dropout,15/02/2020,82,7.3,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,Yes
800ab895375d3e0dab16a3d116e3bd6f3b654838cf674f99b20f5ef0af62b247,9,52,70,53,53,78,1.78,2.14,14,Bachelor's Degree,1.68,C-,Probation,21/09/2021,71,7.8,Female,091869e71aa332c3e745631ebb78bfff0c2dee8cb90e65bdcdcaba4d51b2fe24,2,Yes
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,1,86,76,53,61,68,2.1,2.1,16,Bachelor's Degree,1.75,C-,High Risk,23/09/2020,79.17,14.3,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,3,No
32d44045e98456809ec557a94c8551e672d823b3aba4212ba5832cd4db9e5e00,1,71,93,73,77,87,3.57,3.57,13,Bachelor's Degree,3.39,B+,Low Risk,16/09/2021,90,20.7,Female,633fad1ee55c357c7a3f24e31586a0671e75c19874620ed4b1f603c9c60de724,1,No
18f11419c4e88718253c3bd4e2e326fb5eb1eed81347c8e5c63f2a20c690a2ce,1,58,64,86,52,81,2.82,2.82,18,Bachelor's Degree,3.07,B,Low Risk,08/09/2021,89,20.8,Female,81827e839a2a055cb57dff63193d1e3a3e42ee8f669fff03eeb222843e4cbd79,1,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,56,69,66,69,84,1.71,2.02,15,Bachelor's Degree,1.71,C-,Probation,21/09/2020,79,18.8,Male,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,0,No
2605d37d471c94314ab20862e52079a2c982eff7973908df176db57359e9c889,1,78,82,69,73,77,2.27,2.27,14,Bachelor's Degree,1.91,C-,High Risk,25/02/2020,78.05,16.8,Female,4156f5853843c0e6ff8a7f5e59ec8dfddefbea660d324c804853623f928da722,3,No
6079eeeffd91dc121d83eb102773411ea672c5bde06bc37eb8824eab3d5bea25,8,90,94,58,61,94,2.02,1.87,16,Bachelor's Degree,1.95,C-,Probation,25/02/2020,89,12.2,Male,c4c46dd37ef641ac727cbd2a65fbbbda2dabee9471cf362a7ca6a7d0381a1c82,0,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,9,74,79,80,88,50,1.37,1.74,18,Bachelor's Degree,1.37,D+,Dropout,08/09/2021,75,15.3,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,1,Yes
42ebbf475b977fdf35c1eb302a594f879fcc64eca227e71764250022a7f5cdcb,10,76,50,82,68,73,1.43,1.59,19,Bachelor's Degree,1.43,D+,Dropout,26/09/2020,98,13.3,Male,b5ab570efbc46f1f2ea2be5784925792734607a8ca2deb72ef6196c142ff570b,3,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,80,78,73,93,61,2.15,2.4,14,Bachelor's Degree,1.92,C-,High Risk,02/09/2021,71.7,6,Female,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,No
b4d683ca7ca6cf9ed6a9798f5194ba443a75f6534b471280671d15c7d082a6f8,3,92,78,57,79,78,3.64,3.82,14,Bachelor's Degree,3.71,A-,Low Risk,28/09/2020,83,21.9,Female,55f48e6209e0182d60740fb66d212b57a34c5238d7ed9e0ce134cadc1a2f700d,3,Yes
2b9b74dd59b8c42287610f7a726a917c1f66369627ff86eac1841332b0ef415c,5,66,87,65,72,57,2.06,1.98,19,Bachelor's Degree,2.06,C,Probation,15/02/2020,79,10.7,Female,320416a53c58164468d29018e37ce200cec0cff822aa085473670ae613b2cef7,2,No
7901db1bc1b4b0b32a6fff7754e8da228899339d53e7e70165bf69230b59f1f3,2,73,82,61,61,94,2.35,2.3,14,Bachelor's Degree,2.74,B-,Medium Risk,26/09/2020,75,17.3,Female,09688c3649492336019e624750c6877d42c72b238c994bf2dea384006ec13a5e,2,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,1,89,66,64,54,95,2.02,2.02,19,Diploma,1.7,C-,High Risk,22/09/2021,78.99,11,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,3,No
e2b77998830373e19f2e7716208b5cdae4deb2f5736dffc8e320a8e95c65e764,6,70,65,71,80,88,2.39,2.39,15,Bachelor's Degree,2.6,C+,Medium Risk,25/02/2021,88,16.5,Female,27858dcb49ee0b0a998f6ea0a9bd059d2ce5fcdf7a912f5091228ff138e433bf,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,2,62,69,83,50,52,1.85,2.04,17,Bachelor's Degree,1.85,C-,Probation,20/09/2021,98,8,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,92,70,65,56,75,2.1,1.92,12,Bachelor's Degree,2.1,C,Probation,27/09/2021,77,12.2,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,1,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,6,45,38,46,46,37,1.43,1.53,14,Diploma,0.23,F,Dropout,06/09/2021,63.69,7.6,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,2,No
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,92,95,78,84,95,2.09,2.09,12,Bachelor's Degree,1.84,C-,High Risk,15/09/2021,70.67,16.6,Male,c367e4b80dceb975b031f2b1c9c8d12bf3a3d2ecb29bf808aec4ce0d41beae1e,0,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,81,77,83,66,60,1.62,1.98,13,Bachelor's Degree,1.62,D+,Dropout,25/02/2021,77,19.9,Female,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,2,No
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,80,75,82,77,55,1.81,1.92,18,Bachelor's Degree,1.66,C-,Dropout,27/09/2020,82,18.3,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,1,Yes
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,70,69,67,50,54,1.98,1.96,17,Bachelor's Degree,2.02,C,Dropout,25/02/2021,85,16.9,Male,4355c358b26372e895431a659f2aa80387b6e541a1e120d1665153cea0fbc672,0,No
67d6dab12ee9543e53071057a2990b48dc89577f23602193201d5362d771fe59,4,78,90,87,77,59,2.39,2.31,17,Bachelor's Degree,2.39,C+,Medium Risk,21/09/2021,84,17.2,Male,83c2464555ba083046178179c202ed77cce61e53b60bb766ebf8f4917ee44d0f,1,No
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,9,67,50,87,88,71,1.69,1.87,14,Bachelor's Degree,1.54,D+,Dropout,09/09/2020,86,14.7,Female,b67ab39c2557036e5fc60b93ba3fab35daafc6d991b70398d2296d2f733340b6,1,No
a2a7cba1fe1c8cbe096d9831c20e35efd0456c2fad67b57594f895b5dc8e7a7d,6,60,54,57,72,68,2.89,2.89,19,Bachelor's Degree,2.67,B-,Medium Risk,03/09/2021,74,17.5,Female,be0864095ebdc54a037c2603d41115110f35a7196c5a58b07afa1f1a4dc3fc11,0,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,8,63,88,54,66,68,1.94,1.97,13,Bachelor's Degree,2.23,C,Dropout,08/02/2021,73,14.2,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,0,No
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,86,70,73,89,81,2.1,2.34,18,Diploma,1.77,C-,High Risk,11/02/2021,74.52,8.8,Female,6dd0b2933a70cde5454a33b75dd9d371ae370112a337dbc2e59681495869a8c9,0,No
bd802bc563b3c5917a647ab5710c743df552fccf6b902562eab3703b12203123,10,82,68,71,75,92,2.98,2.65,13,Bachelor's Degree,2.98,B-,Medium Risk,18/02/2021,85,20,Male,46547d1a16549ea8585cec844ad1107c05a58d6274e643abacd79635ad56b1b6,3,No
1b7764ef5b51b3d3f645c7009ad278b12d3be2a871db96c3f48b60a1609b47c0,9,52,59,75,57,64,2.46,2.6,19,Bachelor's Degree,2.46,C+,Medium Risk,05/02/2020,89,24.8,Male,d395a51efe1fe818fb55918e5b1e5d228c476ff07555209aa32dc90b1e15f0df,0,No
770b0e76684b2f94bd16ec7f3f615944872c9c9d00e21fd0abb1cdd0f69fb9ec,3,93,84,52,51,92,3.82,3.58,15,Bachelor's Degree,3.6,B+,Low Risk,08/09/2020,89,22.2,Female,b140eb53abe489ca1a42e1e85ab5e37f5a8f6970564fb1b07bef61448a9e4495,0,Yes
ea91fa66255a9c25d4537bd4d10d156874ccd9948fc9d5ddbd16f6ee67cc4b30,1,56,54,88,63,90,3.27,3.27,12,Bachelor's Degree,3.49,B+,Low Risk,23/09/2021,75,18.9,Male,7a2ecafc77eff23118e1e0ef282b322cae5aa82bd9e8e4a0d631f170a6e7acc2,0,Yes
0322f82d56ec4ee54c78c35c3ef967090b4a5cb97b13ab0ddbfa26f5f9330438,8,72,91,52,54,75,4,4,18,Diploma,4,A-,Low Risk,23/09/2020,87,17.4,Male,e0649c75a43e86247175b5f2ab56aa8ba8571f4bd36b7340eb9877cc0248bbf7,0,No
