reg_no,semester,course1_marks,course2_marks,course3_marks,course4_marks,course5_marks,currentCGPA,previousCGPA,totalcredithours,high_edu,next_semester_CGPA,next_semester_grade,recommendation
0b2edb1386b80924d5f2e4358233179e4cf51b90d11ab13e698dfd7d2917ca9b,1,80,53,86,75,87,2.77,2.77,16,Bachelor's Degree,2.68,B-,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,7,72,65,77,68,51,1.85,2.16,17,Bachelor's Degree,1.58,D+,Probation
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,75,84,82,53,78,1.78,1.78,19,Bachelor's Degree,1.78,C-,Dropout
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,72,90,73,78,72,1.97,2.32,19,Diploma,1.97,C-,Probation
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,4,71,81,59,63,77,1.72,1.74,12,Bachelor's Degree,1.57,D+,Dropout
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,86,73,86,84,90,2.12,2.12,15,Diploma,1.99,C-,High Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,5,92,70,65,56,75,2.1,1.92,12,Bachelor's Degree,2.1,C,Probation
53364fffa41f0169b78731b726275d21399d16ee771ec274e9ee6957f9f2eb85,8,52,84,61,86,72,2.21,2.47,17,Bachelor's Degree,2.21,C,Medium Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,2,70,75,86,67,80,1.92,2.2,15,Bachelor's Degree,1.92,C-,Probation
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,7,60,63,52,68,61,2.19,2.12,18,Bachelor's Degree,1.87,C-,High Risk
ba5f039866272d6cb75f5f85e638de6047111c7f615230aa3950bd98beeb5b75,1,67,69,93,72,78,2.81,2.81,16,Bachelor's Degree,2.61,C+,Medium Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,8,90,94,58,61,94,2.02,1.87,16,Diploma,1.95,C-,Probation
570fb5f64f0887546ee459c635d0db81deb5834a9f56f3282616a46be3052457,9,74,81,83,90,56,3.34,3.55,12,Diploma,3.05,B,Low Risk
da54640c4fc6d8a6472a990c3f2b539ed7f767cb7c90b43d5667e3ff85b69810,2,60,76,89,71,71,2.36,2.66,18,Bachelor's Degree,2.1,C,Medium Risk
79d7ee9c1ec9c452b4174f4483814664baa7ed00f982b53dcc483c978d9b475d,2,59,94,81,58,83,3.18,3.17,16,Bachelor's Degree,3.28,B,Low Risk
ed04b3a24210e2667ec664ef361994d606cab10e5e14e516a3b01caba46da8b8,3,81,94,89,64,53,2.28,2.13,13,Bachelor's Degree,2.57,C+,Medium Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,7,84,94,80,53,74,1.67,2.04,12,Diploma,1.67,C-,Probation
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,53,57,86,89,83,1.95,2.06,18,Bachelor's Degree,1.56,D+,Probation
ce4a5b6b49c22887e07a3cf9841b6b31ac6adcd0509c20caa3a331e95663cdcd,1,69,69,56,88,85,2.98,2.98,12,Bachelor's Degree,2.6,C+,Medium Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,68,59,59,90,70,2.02,2.02,16,Bachelor's Degree,1.89,C-,High Risk
d10be1d6dd6a9d8e7d7c0b61c26adb07e51d0d5e5458668047376f459476e07a,2,61,74,84,71,84,2.75,2.35,14,Bachelor's Degree,3.11,B,Low Risk
8973e4913ab1b8fd978b4b47725583b875751b7d822c1cb19f3d9a262e547541,8,65,55,78,95,88,3.05,2.72,16,Diploma,3.05,B,Low Risk
22d7dd275e52deb5400a15995fb3fa90c60c3bb518a60e31a49057120efe8928,3,56,77,65,74,59,2.84,3.18,16,Bachelor's Degree,2.84,B-,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,8,79,92,76,67,58,2.33,2.23,16,Bachelor's Degree,1.96,C-,High Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,7,72,65,77,68,51,1.85,2.16,17,Bachelor's Degree,1.58,D+,Probation
cea4cda3080af0b2156ca8e1a3785dea44a1febbdea29e0d40b7d1cf4b48524c,7,64,56,75,74,66,3.85,3.46,12,Bachelor's Degree,4,A-,Low Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,2,56,91,77,83,77,1.97,2.2,13,Bachelor's Degree,1.64,D+,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,6,60,63,65,91,91,2.27,2.27,17,Bachelor's Degree,1.97,C-,High Risk
d0c39df02e4e338136b3628963d5815c94df212d045c149c21d92511d98e4ce2,2,67,64,52,72,56,3.15,3.5,13,Bachelor's Degree,3.13,B,Low Risk
02cf1c6f876362977ecca9c1f4b42435262cc003644d07ac330ff5f179f5b12c,5,59,54,82,92,88,3.98,3.77,14,Diploma,3.98,A-,Low Risk
08f4ed1fab9915a9ea4dddf75c537fdd378996f0fdb597cca76665d55306945e,1,82,62,60,67,84,2.71,2.71,14,Bachelor's Degree,2.86,B-,Medium Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,9,74,79,80,88,50,1.37,1.74,18,Bachelor's Degree,1.37,D+,Dropout
0274e6e0507b778234a77cdc048ea362f2cf157d31a5092ace698f444cbea554,2,77,74,59,91,77,2.52,2.89,19,Diploma,2.52,C+,Medium Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,3,77,56,50,94,60,1.76,2.05,13,Bachelor's Degree,1.68,C-,Probation
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,95,88,70,92,58,2.04,2.36,12,Bachelor's Degree,1.66,C-,High Risk
991ebdfb53f709524657b75d1596c7c5ec6dde1850f171640da84e6d8928e6a3,2,69,76,79,69,54,3.26,3.11,12,Bachelor's Degree,3.26,B,Low Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,6,45,38,46,46,37,1.43,1.53,14,Bachelor's Degree,0.23,F,Dropout
a20290ae3bcf9b14dd32101c1ad53b133ea0ac3e5d4f425bf11b3f27a852937f,2,73,53,55,89,79,2.77,2.87,17,Bachelor's Degree,2.44,C+,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,2,68,77,90,52,81,1.97,2.29,12,Diploma,1.97,C-,Probation
c5a4f647cc09d2a9202e60880a5f0b394b8f2a0d7828b63c3e822e7b314e8ebf,9,56,52,83,56,56,1.91,2.07,18,Bachelor's Degree,1.91,C-,Probation
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,2,77,60,64,62,67,1.86,2.03,14,Bachelor's Degree,2.04,C,Probation
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,7,88,70,73,63,84,1.95,2.1,13,Bachelor's Degree,2.32,C,Probation
6f4d6927caad1b167869f07fbd7d7153a859f3a47d671f3077a2d4d2307ad8a2,3,53,73,56,85,94,2.4,2.51,12,Bachelor's Degree,2.4,C+,Medium Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,9,74,79,80,88,50,1.37,1.74,18,Bachelor's Degree,1.37,D+,Dropout
5b6cfac8685dfc7a165376cda0b27c590ccb7d7d8b87c41bf2d87b8d23403e16,2,68,81,93,50,83,3.42,3.1,17,Bachelor's Degree,3.42,B+,Low Risk
0a49f601af089a695401550a739a2bd0ed1129a12c7d353db9b2fe4db75f3c30,9,74,66,54,57,86,2.94,3.17,12,Bachelor's Degree,2.94,B-,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,8,50,60,89,90,52,2.09,2.17,17,Bachelor's Degree,1.86,C-,High Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,5,61,84,93,95,93,1.42,1.81,19,Diploma,1.42,D+,Dropout
3f3f1dbf92c8c860b53e17620471672b3a58c671c9a4b0ac76258cf227095674,1,94,58,56,73,56,2.09,2.09,18,Bachelor's Degree,1.77,C-,High Risk
af6cbaeee46b5b5fefea9eadbb7d385c34b67b6ab81bef3db4e054d75bd4fd7f,7,62,70,67,73,66,2.49,2.54,14,Bachelor's Degree,2.55,C+,Medium Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,2,86,67,63,76,90,1.87,2.15,13,Bachelor's Degree,1.87,C-,Probation
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,3,77,56,50,94,60,1.76,2.05,13,Bachelor's Degree,1.68,C-,Probation
9465c75738744c548f6bc3fadf16d34f93c738350f453e5612a8bc04cf81c14b,7,87,74,87,69,83,2.56,2.42,14,Bachelor's Degree,2.56,C+,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,4,91,57,71,88,64,2.17,2.24,19,Bachelor's Degree,1.95,C-,High Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,92,95,78,84,95,2.09,2.09,12,Bachelor's Degree,1.84,C-,High Risk
da2278fede519114865bf890403d73f721a663724d9fb260246eeee5dcd76878,3,59,57,82,90,73,2.24,2.46,14,Bachelor's Degree,1.99,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,68,58,95,56,58,3.03,2.73,17,Diploma,3.04,B,Low Risk
bc56ec87d35d53e3893ba22ab7ef145361930aefe5efdd8dd70358efa4d17b5f,3,52,91,88,82,80,1.98,2.26,16,Diploma,2.35,C+,Probation
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,2,86,67,63,76,90,1.87,2.15,13,Diploma,1.87,C-,Probation
f9e5f3e32e26d16140c5817a36c3503f135ba396d4b730a2fe16c7692b2b4d4c,2,54,66,58,85,87,2.6,2.97,19,Bachelor's Degree,2.85,B-,Medium Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,2,83,94,79,77,54,1.98,2.18,13,Bachelor's Degree,2.16,C,Probation
5dafaa283c1ae5655406576b6b5b6c44fc950300673acdc95ebc46396a82728e,9,67,50,87,88,71,1.69,1.87,14,Bachelor's Degree,1.54,D+,Dropout
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,86,67,63,76,90,1.87,2.15,13,Bachelor's Degree,1.87,C-,Probation
f48b2c6b12d7bed6c2ff446bd66caecd4571cad33794019c367d4231721e0f3c,1,81,71,50,86,65,3.28,3.28,16,Bachelor's Degree,2.95,B-,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,6,95,52,87,74,74,2.2,2.2,19,Bachelor's Degree,1.88,C-,High Risk
12ec6873b294a69f32097e1af728e0ee934901769ec2f050ab31f5d98a1ce925,1,54,83,58,74,93,2.49,2.49,14,Bachelor's Degree,2.8,B-,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,7,88,70,73,63,84,1.95,2.1,13,Bachelor's Degree,2.32,C,Probation
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,80,85,58,50,70,2.31,2.31,19,Bachelor's Degree,1.92,C-,High Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,8,86,75,87,83,54,1.98,1.99,19,Bachelor's Degree,1.91,C-,Dropout
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,89,66,64,54,95,2.02,2.02,19,Bachelor's Degree,1.7,C-,High Risk
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,2,72,90,73,78,72,1.97,2.32,19,Bachelor's Degree,1.97,C-,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,9,71,68,63,91,68,1.75,1.95,19,Bachelor's Degree,1.75,C-,Dropout
a0988b976904b052f98514134ac9cbcb93f9612305d5178ad549b32436b00934,3,69,85,76,93,81,2.87,2.86,19,Bachelor's Degree,2.87,B-,Medium Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,1,92,95,78,84,95,2.09,2.09,12,Bachelor's Degree,1.84,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,2,80,79,84,86,91,1.84,2.23,16,Bachelor's Degree,1.77,C-,Probation
119310669981ad3001de984904a5acadae56118dab9a7f5808764f2926de5449,10,52,60,80,51,52,1.54,1.69,16,Bachelor's Degree,1.54,D+,Dropout
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,68,65,64,83,50,2.31,1.97,17,Bachelor's Degree,2.38,C+,Probation
a0877bf04dfaceb24f5409a0261296af83fda15ca7bd8a1b8e0d96187e3e9351,7,60,63,52,68,61,2.19,2.12,18,Bachelor's Degree,1.87,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,59,72,73,88,94,2.87,2.87,19,Diploma,2.77,B-,Medium Risk
664a2a28434b5f4393a8ff606db1bc3c108214467e8fd16b826ce6ffc2d39d7f,4,52,63,52,78,91,2.85,3.19,12,Bachelor's Degree,3.24,B,Low Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,8,50,60,89,90,52,2.09,2.17,17,Bachelor's Degree,1.86,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,94,89,83,74,60,1.76,1.43,19,Bachelor's Degree,1.76,C-,Dropout
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,66,87,65,72,57,2.06,1.98,19,Diploma,2.06,C,Probation
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,6,35,38,47,37,43,2.04,2.43,14,Bachelor's Degree,0.91,F,Low Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,10,90,84,92,50,86,1.84,2.1,19,Bachelor's Degree,1.84,C-,Probation
de5730de29e3192293aabc0224d14ab34e16c0604d93e297772849864721e429,2,85,85,73,67,92,2.11,2.44,19,Bachelor's Degree,1.81,C-,High Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,7,72,65,77,68,51,1.85,2.16,17,Diploma,1.58,D+,Probation
f3b0c3a8f3b19346d2f1a9bd73027d5cc6d01a4c28ea5baae5fe3a0b7ad7a585,1,69,70,82,53,72,3.6,3.6,12,Bachelor's Degree,3.51,B+,Low Risk
80a5ccc831a1f936548fbb4f395509e569256b51c3fbc93ff30241a9ee406819,1,64,78,84,93,92,3.32,3.32,18,Bachelor's Degree,3.28,B,Low Risk
7f52a728e660d9ed866b9af3194768afea375318e14e7c63be7e6d86c948c1da,7,93,83,74,55,63,2.76,2.4,12,Bachelor's Degree,2.65,C+,Medium Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,3,72,83,69,69,93,1.84,1.79,17,Bachelor's Degree,1.89,C-,Dropout
dbb1a69ad1b186bfc41b43f59e97b154a6e084ca04bc8ca7204edff573114b95,2,81,77,82,80,61,3.62,3.3,12,Bachelor's Degree,3.55,B+,Low Risk
1e5ab9003cef167c3b3358df809c02a63cdf0f99f77182128bfc0db2526f9733,3,56,94,69,83,89,2.63,2.74,12,Bachelor's Degree,2.63,C+,Medium Risk
c71bfcbfc03de2bca5c17bb029d9b3aad021aeb65cc6df68d04febb64d6f39cd,2,58,78,68,70,94,3.38,3.5,17,Bachelor's Degree,3.38,B+,Low Risk
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,2,86,67,63,76,90,1.87,2.15,13,Bachelor's Degree,1.87,C-,Probation
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,70,73,81,68,91,2.07,1.89,16,Bachelor's Degree,2.07,C,Probation
662499f595904352cbc55f6ff8bf3b421e82be26401a76f7491ca66bab8894f8,1,72,61,94,64,64,2.14,2.14,16,Diploma,1.75,C-,High Risk
a9d25a24247d0c29d9aec07e12d019628602cf8d17fe450fb808d56989716cc4,7,56,66,69,84,63,2.35,2.07,16,Bachelor's Degree,2.03,C,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,80,78,73,93,61,2.15,2.4,14,Bachelor's Degree,1.92,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,71,60,61,77,94,1.93,2.32,12,Bachelor's Degree,1.99,C-,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,2,62,69,83,50,52,1.85,2.04,17,Bachelor's Degree,1.85,C-,Probation
92c7f4d012ab2e4d67eec409d718523ec1ef5d61590cdbfc3f71d8ab3e12018b,3,81,71,77,81,64,3.48,3.61,19,Bachelor's Degree,3.39,B+,Medium Risk
408c52adbda321eb3131fcd06de8a181a9915a0a34b4ab6b91967b860d2f258e,3,55,52,51,65,60,2.24,2.17,19,Bachelor's Degree,2.24,C,Medium Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,1,89,80,50,74,64,2.13,2.13,17,Bachelor's Degree,1.82,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,6,86,86,67,53,69,2,2,13,Bachelor's Degree,1.73,C-,High Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,8,90,94,58,61,94,2.02,1.87,16,Bachelor's Degree,1.95,C-,Probation
92708695ae7480f071a0ac93336c087165f0ab00fb230e2c411d375baa3da382,1,75,62,91,90,78,2.32,2.32,12,Bachelor's Degree,1.97,C-,High Risk
c76e29739eb6b79aa659a0c3d40007810d954ee7780cbdc1d9567d9a8b266ad3,1,58,80,71,59,87,2.37,2.37,12,Bachelor's Degree,1.99,C-,High Risk
8ee8d2cf1ff9b0ae7090a3860dde62f30d879c89da60c52a66357fbc31c65889,7,71,67,55,68,79,3.27,3.65,12,Diploma,3.62,B+,Low Risk
b69eefa3ead7d042bb3e87976718036434e2d3eb463fadb6e0698cb2da7b5979,6,51,95,60,88,71,2.06,2.06,18,Bachelor's Degree,2.11,C,Medium Risk
b60e1b3e7e2ee089184f905ce3e357eabb7e3ec17950e9895cc33fa6f56549a7,1,74,50,89,50,62,3.41,3.41,16,Diploma,3.57,B+,Low Risk
4fc1f33bbed4f049f5e90c4cd75769f1f4f2322ae240563b11ebc723060e40d3,6,89,74,52,84,54,2.41,2.41,12,Bachelor's Degree,2.52,C+,Medium Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,3,51,52,93,50,56,2.04,1.86,14,Diploma,2.38,C+,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,5,75,84,82,53,78,1.78,1.78,19,Bachelor's Degree,1.78,C-,Dropout
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,78,80,57,65,53,1.89,1.86,18,Bachelor's Degree,1.61,D+,Dropout
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,7,93,94,50,89,56,3.91,3.57,12,Bachelor's Degree,3.91,A-,Low Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,5,75,84,82,53,78,1.78,1.78,19,Bachelor's Degree,1.78,C-,Dropout
b1884084503c0f701282198ec1abb988e9b556743be34af48c266c6f5b29a70e,3,54,62,94,75,93,3.15,3.01,18,Bachelor's Degree,2.76,B-,Medium Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,1,89,80,50,74,64,2.13,2.13,17,Bachelor's Degree,1.82,C-,High Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,3,79,91,72,83,78,2.98,3.22,17,Bachelor's Degree,3,B,Low Risk
952516bed0dbe0d0039450a930e6579bac81329466bd1c95034019f0fc733b4b,6,51,64,78,63,50,3.54,3.54,12,Bachelor's Degree,3.44,B+,Low Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,71,64,64,63,67,1.91,2.18,19,Bachelor's Degree,1.85,C-,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,5,70,73,81,68,91,2.07,1.89,16,Bachelor's Degree,2.07,C,Probation
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,4,71,81,59,63,77,1.72,1.74,12,Bachelor's Degree,1.57,D+,Dropout
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,3,77,72,84,59,85,1.66,2.04,18,Bachelor's Degree,1.5,D+,Probation
7ee7ba03a34cb0a7357b818d0ed41e5e1a76085609a4f1e1e135b8f6b04d0890,7,94,51,57,91,70,3.89,3.54,17,Bachelor's Degree,3.89,A-,Low Risk
988a40300aef64543ec218c37356638a496e306eef88a7ec7d3891a097da0ad5,7,83,84,52,79,88,2.4,2.47,17,Bachelor's Degree,2.4,C+,Medium Risk
9db5caeee11d0c8ef86e1a5dca4d289bcdd792152abb0e482d13f52be61ee2db,9,67,50,87,88,71,1.69,1.87,14,Bachelor's Degree,1.54,D+,Dropout
0ffbfb92383b41ea679ad9b3a087f4e38b87808410f68a135fa8c616a16cea0c,4,59,60,73,92,74,3.37,3.29,19,Bachelor's Degree,3.43,B+,Low Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,3,56,71,50,53,51,1.92,2.1,15,Bachelor's Degree,1.92,C-,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,2,65,93,52,52,85,1.78,2.12,13,Bachelor's Degree,1.67,C-,Probation
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,1,80,85,58,50,70,2.31,2.31,19,Bachelor's Degree,1.92,C-,High Risk
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,4,68,65,64,83,50,2.31,1.97,17,Bachelor's Degree,2.38,C+,Probation
f5468e44d6c85c4fc4823c2a5aacb44a78d6d60b5c14ecf8f47f4b4dd75db817,6,53,73,87,59,72,3.12,3.12,13,Bachelor's Degree,3.27,B,Low Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,3,72,83,69,69,93,1.84,1.79,17,Bachelor's Degree,1.89,C-,Dropout
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,5,77,87,71,69,89,1.95,1.92,13,Bachelor's Degree,1.95,C-,Dropout
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,2,80,79,84,86,91,1.84,2.23,16,Bachelor's Degree,1.77,C-,Probation
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,1,93,67,76,85,80,2.14,2.14,16,Bachelor's Degree,1.88,C-,High Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,3,81,77,83,66,60,1.62,1.98,13,Bachelor's Degree,1.62,D+,Dropout
0725ab8b5d18a1d08f144f93f8bca495dad4335b49655aae89ed8afd8b8d48d7,1,94,80,89,72,63,2.41,2.41,14,Bachelor's Degree,2.57,C+,Medium Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,6,95,55,91,59,63,2.21,2.21,18,Bachelor's Degree,2.19,C,Medium Risk
f5bed212a862f3dd1f376ede8d46ddc2baa8a278f5f56a0d11b0c878e54e1cb9,7,90,60,77,51,94,3.23,3.25,18,Bachelor's Degree,3.1,B,Low Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,4,68,65,64,83,50,2.31,1.97,17,Bachelor's Degree,2.38,C+,Probation
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,5,56,69,63,92,78,3.18,3.08,13,Diploma,3.18,B,Low Risk
6023f5a76cd11017d2008933464b883f696d22b6946c0f8e11a310ff7f7d9fa3,2,72,90,73,78,72,1.97,2.32,19,Bachelor's Degree,1.97,C-,Probation
d31a0e1092104a80e4542bb86cee2855ae19fc00620731e3d3d9bce10ed691f5,4,65,74,68,67,67,3.41,3.09,14,Diploma,3.03,B,Low Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,9,71,68,63,91,68,1.75,1.95,19,Bachelor's Degree,1.75,C-,Dropout
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,4,56,50,64,94,58,1.87,1.79,18,Bachelor's Degree,1.87,C-,Dropout
121fa6b380ea014828053f6b2330fb7a519fd531a79047d359327c834e54009e,3,88,51,58,66,64,3.41,3.43,12,Bachelor's Degree,3.41,B+,Low Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,78,82,69,73,77,2.27,2.27,14,Bachelor's Degree,1.91,C-,High Risk
ef6f8a57c0b507750d684ff1ca6f55af952dc135ef05f07f3f41509dd2d665e4,7,51,70,56,64,88,2.91,3.18,12,Bachelor's Degree,2.63,C+,Medium Risk
cb8fdbc5d23addbab4b63408ba8efca6bd887e3cda1034bedee8796d59b5d3e5,4,91,78,69,74,90,4,3.83,14,Bachelor's Degree,4,A-,Low Risk
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,1,80,85,58,50,70,2.31,2.31,19,Bachelor's Degree,1.92,C-,High Risk
c26481b91c40e082db92c4b5d284482aa5868c7a43e7fd6d894bcb930b928039,9,71,68,63,91,68,1.75,1.95,19,Diploma,1.75,C-,Dropout
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,1,91,86,75,66,64,2.27,2.27,17,Bachelor's Degree,1.87,C-,High Risk
6079ec351af39f3d851948b7fafd078371fa0eaf18a510ecf916db4dd7b882e4,8,90,94,58,61,94,2.02,1.87,16,Bachelor's Degree,1.95,C-,Probation
89bf656504a5ab304fde89c1acd203f6e459d07a7dc356a39540b9ea97b32ca8,1,72,95,79,63,83,3.25,3.25,14,Bachelor's Degree,3.34,B+,Low Risk
6146f4848cf9fa2b8ee189d3cfb2a7d99c8f9c3f2f48806f37c5af119cdce9b0,4,51,81,86,70,82,2.9,3.03,12,Bachelor's Degree,2.61,C+,Medium Risk
103aad7fc105509d3cf47407550106bce776eb80f4762dfddc21580d0d07d230,3,70,92,61,74,84,1.74,1.93,17,Bachelor's Degree,1.72,C-,Dropout
9d190ce10084b87196390246cc0409cc34cb02218093915448c286aedc5d00e8,2,83,83,77,86,75,2.15,2.17,18,Bachelor's Degree,1.95,C-,High Risk
4671d1fa0b68da93a8d7d2d40fdcb7cc89d8c729aa742dc9b3c33ea6cf44b4fb,3,73,64,54,91,72,2.99,3.34,16,Diploma,2.94,B-,Medium Risk
